employee_id,fullname,nip,years_of_service_months,company_name,area_name,position_name,department_name,division_name,directorate_name,grade_name,education_name,major_name,is_high
EMP100968,Vania Yudhistira Wibowo,335514,30,PT VASKA Wellness,Store,Brand Executive,IT,Talent Management,Commercial,IV,S2,Psychology,
EMP100969,Nugroho Lukman,282088,53,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,Operations,Digital Marketing,HR & Corp Affairs,IV,S1,Statistics,0.0
EMP100970,Zaki Candra Ramadhan,506635,26,PT Mandala Distribution Center,HQ,Finance Officer,R&D,Talent Management,Commercial,IV,SMA,Business,0.0
EMP100971,Lestari Ananda,480581,22,PT Aurora Beauty Indonesia,HQ,HRBP,HR,Talent Management,HR & Corp Affairs,V,SMA,Business,0.0
EMP100972,Dian Lukman,620442,72,PT Mandala Distribution Center,HQ,Data Analyst,Marketing,Talent Management,Technology,IV,S2,Statistics,1.0
EMP100973,Anisa Wijaya,231132,45,PT Aurora Beauty Indonesia,Plant,Brand Executive,IT,Sales,HR & Corp Affairs,IV,D3,Statistics,0.0
EMP100974,Luthfi Lestari,203287,43,PT VASKA Wellness,Store,Data Analyst,Marketing,Operations,Technology,III,D3,Engineering,0.0
EMP100975,Dwi Maulida,454327,75,PT Lumo Cosmetics Asia,HQ,Brand Executive,R&D,Operations,Commercial,V,SMA,Business,
EMP100976,Budi Suharto,489743,72,PT Aurora Beauty Indonesia,HQ,Finance Officer,HR,Talent Management,Technology,IV,SMA,Business,0.0
EMP100977,Rifqi Syahputra,522498,49,PT Lumo Cosmetics Asia,Store,Finance Officer,Marketing,Sales,Commercial,V,D3,Statistics,
EMP100978,Ari Aji Pratama,944946,8,PT Mandala Distribution Center,Distribution,Finance Officer,Operations,Sales,Technology,V,S1,Statistics,0.0
EMP100979,Anisa Mahardika Pradana,249918,87,PT Lumo Cosmetics Asia,Store,Finance Officer,Operations,Digital Marketing,HR & Corp Affairs,V,SMA,Psychology,0.0
EMP100980,Evi Nabila Siregar,634952,39,PT Aurora Beauty Indonesia,Store,Supply Planner,Finance,Product Dev,HR & Corp Affairs,IV,D3,Economics,0.0
EMP100981,Bayu Anugrah Sinaga,919986,66,PT Aurora Beauty Indonesia,HQ,Finance Officer,IT,Operations,Commercial,III,S1,Economics,0.0
EMP100982,Hana Wijaya,209571,15,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,R&D,Talent Management,Technology,V,D3,Business,0.0
EMP100983,Iman Mahardika Utami,573134,67,PT Aurora Beauty Indonesia,Store,Finance Officer,Finance,Operations,Technology,V,D3,Design,0.0
EMP100984,Wulan Zulfikar Lestari,434006,33,PT Mandala Distribution Center,HQ,Data Analyst,HR,Digital Marketing,HR & Corp Affairs,III,S2,Business,0.0
EMP100985,Sari Halim Fauziah,364648,27,PT Lumo Cosmetics Asia,Store,Finance Officer,IT,Digital Marketing,Technology,III,SMA,Economics,0.0
EMP100986,Novi Tamba,893147,65,PT Mandala Distribution Center,HQ,Finance Officer,HR,Digital Marketing,Technology,V,S2,Psychology,0.0
EMP100987,Prasetyo Purnama,105970,44,PT VASKA Wellness,Plant,Brand Executive,Marketing,Digital Marketing,Commercial,V,S1,Design,1.0
EMP100988,Prasetyo Zulfikar,195840,40,PT VASKA Wellness,HQ,Data Analyst,R&D,Product Dev,HR & Corp Affairs,IV,S2,Business,1.0
EMP100989,Hadi Yudhistira Siregar,213873,38,PT Mandala Distribution Center,Distribution,Sales Supervisor,Operations,Operations,Commercial,III,S2,Design,0.0
EMP100990,Oka Ananda,789945,59,PT Mandala Distribution Center,Plant,Supply Planner,Marketing,Operations,Technology,III,D3,Statistics,1.0
EMP100991,Lestari Lukman,391389,35,PT Mandala Distribution Center,Store,Supply Planner,Marketing,Operations,HR & Corp Affairs,III,D3,Design,0.0
EMP100992,Kurnia Tamba,705683,50,PT VASKA Wellness,HQ,Data Analyst,Operations,Product Dev,HR & Corp Affairs,III,D3,Statistics,
EMP100993,Wulan Purnama,997446,36,PT Aurora Beauty Indonesia,Store,Data Analyst,Operations,Talent Management,Technology,V,S2,Economics,0.0
EMP100994,Rizka Kusuma Rahmawati,632384,80,PT VASKA Wellness,Distribution,HRBP,HR,Operations,Commercial,IV,S2,Psychology,0.0
EMP100995,Anisa Ramadhan,964845,90,PT Aurora Beauty Indonesia,Store,Data Analyst,HR,Operations,Commercial,V,S2,Psychology,
EMP100996,Anisa Saputra,218963,56,PT VASKA Wellness,Distribution,Brand Executive,HR,Operations,Commercial,IV,D3,Engineering,0.0
EMP100997,Dwi Setiawan,675998,88,PT Mandala Distribution Center,Plant,Supply Planner,R&D,Operations,Commercial,III,D3,Statistics,0.0
EMP100998,Citra Pratama,311233,60,PT Aurora Beauty Indonesia,Distribution,Brand Executive,Operations,Operations,HR & Corp Affairs,IV,SMA,Engineering,0.0
EMP100999,Rani Pratama,752447,7,PT Mandala Distribution Center,Plant,Sales Supervisor,Finance,Sales,Technology,III,S2,Economics,0.0
EMP101000,Eko Maulida,230470,27,PT Aurora Beauty Indonesia,Distribution,Finance Officer,R&D,Sales,Technology,IV,S1,Psychology,0.0
EMP101001,Maya Siregar,771179,42,PT VASKA Wellness,Plant,Data Analyst,Finance,Talent Management,HR & Corp Affairs,IV,SMA,Economics,0.0
EMP101002,Hadi Pratama,731877,72,PT VASKA Wellness,Distribution,Data Analyst,HR,Sales,HR & Corp Affairs,III,SMA,Engineering,0.0
EMP101003,Bella Utama Zulfikar,991012,55,PT VASKA Wellness,Plant,Sales Supervisor,IT,Digital Marketing,HR & Corp Affairs,III,S1,Engineering,0.0
EMP101004,Kurnia Ananda,928551,76,PT Mandala Distribution Center,HQ,HRBP,Operations,Talent Management,Technology,IV,SMA,Economics,0.0
EMP101005,Eko Ganesha Kurniawan,616390,25,PT VASKA Wellness,Plant,Sales Supervisor,Finance,Product Dev,HR & Corp Affairs,III,S2,Psychology,0.0
EMP101006,Yuni Pratama,942625,68,PT Aurora Beauty Indonesia,Store,Sales Supervisor,HR,Talent Management,Technology,III,SMA,Psychology,0.0
EMP101007,Prasetyo Subekti,794481,55,PT Mandala Distribution Center,HQ,Data Analyst,HR,Talent Management,Technology,V,SMA,Economics,1.0
EMP101008,Oka Putra,257490,98,PT Mandala Distribution Center,Distribution,Brand Executive,HR,Product Dev,Commercial,III,SMA,Economics,0.0
EMP101009,Lestari Dharma Herlambang,708873,46,PT Mandala Distribution Center,Plant,Finance Officer,Finance,Product Dev,Technology,III,SMA,Economics,1.0
EMP101010,Nabila Santoso,749823,97,PT Mandala Distribution Center,Plant,Brand Executive,R&D,Digital Marketing,Commercial,V,SMA,Economics,0.0
EMP101011,Wahyu Jatmiko Siregar,828769,42,PT VASKA Wellness,Plant,Brand Executive,HR,Operations,Technology,V,SMA,Engineering,
EMP101012,Prasetyo Ginting,549422,56,PT VASKA Wellness,Distribution,HRBP,Marketing,Product Dev,HR & Corp Affairs,IV,D3,Economics,0.0
EMP101013,Putri Pratomo,779125,69,PT Aurora Beauty Indonesia,Store,HRBP,HR,Digital Marketing,Technology,IV,D3,Design,0.0
EMP101014,Nurlita Salsabila,338900,35,PT VASKA Wellness,Distribution,Brand Executive,HR,Digital Marketing,Commercial,III,S1,Economics,0.0
EMP101015,Umar Wijaya,547334,28,PT Lumo Cosmetics Asia,Plant,HRBP,Finance,Talent Management,Technology,III,SMA,Engineering,
EMP101016,Vania Pratomo,117075,80,PT VASKA Wellness,HQ,Finance Officer,IT,Product Dev,HR & Corp Affairs,III,SMA,Economics,0.0
EMP101017,Nugroho Lestari Gunawan,578511,0,PT VASKA Wellness,Plant,Finance Officer,HR,Sales,HR & Corp Affairs,V,S1,Design,0.0
EMP101018,Rani Kusuma,393025,41,PT VASKA Wellness,HQ,Supply Planner,R&D,Operations,Commercial,III,S1,Psychology,0.0
EMP101019,Hadi Mahardika Ridwan,906909,39,PT Aurora Beauty Indonesia,Plant,Brand Executive,Operations,Operations,HR & Corp Affairs,III,S2,Statistics,
EMP101020,Wahyu Hidayat,148986,68,PT Aurora Beauty Indonesia,Store,HRBP,HR,Sales,Commercial,V,D3,Engineering,0.0
EMP101021,Rani Fadillah Maulana,379798,8,PT Lumo Cosmetics Asia,Store,Sales Supervisor,R&D,Product Dev,Technology,V,SMA,Economics,0.0
EMP101022,Hadi Siregar,134033,65,PT VASKA Wellness,Distribution,Supply Planner,Marketing,Talent Management,Technology,V,S2,Psychology,0.0
EMP101023,Yuni Ginting,460178,33,PT VASKA Wellness,Store,Finance Officer,Finance,Digital Marketing,Technology,IV,D3,Statistics,0.0
EMP101024,Citra Situmorang,688308,30,PT Mandala Distribution Center,HQ,Supply Planner,R&D,Talent Management,Commercial,IV,D3,Statistics,0.0
EMP101025,Tania Lestari Indrawan,297587,29,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,Operations,Sales,Commercial,IV,SMA,Engineering,0.0
EMP101026,Eko Santoso,739417,83,PT Aurora Beauty Indonesia,Store,Supply Planner,Marketing,Operations,Technology,V,SMA,Business,0.0
EMP101027,Kartika Anugrah Halim,720859,47,PT VASKA Wellness,Plant,HRBP,IT,Operations,Technology,III,D3,Engineering,0.0
EMP101028,Dwi Sinaga,365169,45,PT VASKA Wellness,Store,HRBP,IT,Operations,Technology,IV,D3,Economics,0.0
EMP101029,Ayunda Situmorang,443416,31,PT Aurora Beauty Indonesia,Distribution,Sales Supervisor,R&D,Sales,HR & Corp Affairs,V,S1,Design,0.0
EMP101030,Dimas Ananda,999361,56,PT VASKA Wellness,Store,Finance Officer,Marketing,Operations,HR & Corp Affairs,III,D3,Psychology,0.0
EMP101031,Putri Wijaya,150376,36,PT VASKA Wellness,HQ,Sales Supervisor,IT,Operations,Technology,V,S2,Engineering,0.0
EMP101032,Zaki Utama Pratomo,536520,41,PT Mandala Distribution Center,HQ,Data Analyst,HR,Product Dev,Commercial,IV,S1,Engineering,0.0
EMP101033,Citra Saputra,659460,27,PT VASKA Wellness,HQ,Supply Planner,HR,Operations,Technology,IV,S2,Engineering,0.0
EMP101034,Citra Rohman,578591,34,PT Lumo Cosmetics Asia,HQ,Finance Officer,Operations,Sales,Technology,V,SMA,Design,0.0
EMP101035,Luthfi Zulfikar,777863,48,PT VASKA Wellness,HQ,Finance Officer,IT,Product Dev,Commercial,III,D3,Engineering,
EMP101036,Mahendra Santoso,631368,37,PT Lumo Cosmetics Asia,Distribution,Finance Officer,Finance,Product Dev,Technology,V,D3,Psychology,0.0
EMP101037,Rani Utama Gunawan,326021,2,PT Aurora Beauty Indonesia,Store,Sales Supervisor,Finance,Product Dev,Commercial,V,S1,Psychology,0.0
EMP101038,Ayunda Lestari Sinaga,121286,43,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,R&D,Sales,Commercial,III,D3,Economics,0.0
EMP101039,Fajar Pamungkas,347604,31,PT VASKA Wellness,Store,Supply Planner,Operations,Sales,Commercial,IV,SMA,Psychology,0.0
EMP101040,Ayunda Hidayat,518158,73,PT Aurora Beauty Indonesia,HQ,Finance Officer,Marketing,Product Dev,HR & Corp Affairs,V,S2,Business,0.0
EMP101041,Hana Dharma Hidayat,980204,50,PT VASKA Wellness,Plant,Brand Executive,HR,Talent Management,Technology,V,S2,Statistics,
EMP101042,Lestari Utami,888516,5,PT Mandala Distribution Center,Plant,HRBP,Marketing,Digital Marketing,Commercial,III,S1,Business,0.0
EMP101043,Joko Rachman Setiawan,431590,37,PT Lumo Cosmetics Asia,Plant,HRBP,Marketing,Digital Marketing,Commercial,V,SMA,Design,0.0
EMP101044,Nabila Lestari Sinaga,100965,58,PT Mandala Distribution Center,Store,HRBP,HR,Digital Marketing,HR & Corp Affairs,IV,S2,Psychology,0.0
EMP101045,Putri Mahendra,461838,59,PT Mandala Distribution Center,Store,Brand Executive,Operations,Digital Marketing,HR & Corp Affairs,V,S2,Engineering,0.0
EMP101046,Rama Wibowo,612536,56,PT Mandala Distribution Center,Distribution,Supply Planner,IT,Sales,Technology,IV,S1,Statistics,0.0
EMP101047,Lestari Ganesha Fauziah,420981,55,PT Mandala Distribution Center,Distribution,HRBP,Finance,Operations,Technology,V,S2,Statistics,0.0
EMP101048,Rama Nabila Hasibuan,330012,51,PT VASKA Wellness,Store,Supply Planner,IT,Product Dev,Commercial,IV,S2,Design,
EMP101049,Teguh Subekti,870495,25,PT Aurora Beauty Indonesia,HQ,Sales Supervisor,Marketing,Product Dev,HR & Corp Affairs,V,S2,Design,0.0
EMP101050,Dimas Saputra Herlambang,210438,23,PT VASKA Wellness,HQ,HRBP,R&D,Digital Marketing,Technology,V,D3,Design,0.0
EMP101051,Bella Permadi,533982,74,PT Lumo Cosmetics Asia,HQ,Supply Planner,IT,Talent Management,HR & Corp Affairs,V,D3,Design,
EMP101052,Nadia Zulfikar Sinaga,467066,102,PT Lumo Cosmetics Asia,Plant,Supply Planner,HR,Talent Management,Technology,IV,SMA,Psychology,0.0
EMP101053,Evi Hartanto,759542,28,PT Mandala Distribution Center,Distribution,Supply Planner,Finance,Product Dev,Technology,IV,S1,Psychology,
EMP101054,Yuni Erlangga Subekti,656817,12,PT Lumo Cosmetics Asia,Plant,Sales Supervisor,IT,Sales,Technology,V,D3,Economics,
EMP101055,Yoga Candra Hartanto,296785,38,PT VASKA Wellness,Distribution,Sales Supervisor,Operations,Product Dev,HR & Corp Affairs,IV,S2,Engineering,1.0
EMP101056,Umar Hartanto,880589,33,PT VASKA Wellness,HQ,Finance Officer,Marketing,Product Dev,Technology,V,S1,Psychology,0.0
EMP101057,Dinda Anggara,818913,44,PT VASKA Wellness,HQ,HRBP,R&D,Operations,Commercial,III,SMA,Business,0.0
EMP101058,Umar Yulianto,532927,31,PT Mandala Distribution Center,HQ,Data Analyst,Finance,Operations,Technology,III,S1,Engineering,0.0
EMP101059,Tania Fadillah Firmansyah,699881,78,PT Lumo Cosmetics Asia,Plant,Brand Executive,Operations,Product Dev,Technology,V,D3,Psychology,0.0
EMP101060,Galih Fauziah,408249,52,PT Mandala Distribution Center,HQ,Finance Officer,Finance,Product Dev,Commercial,V,S2,Statistics,0.0
EMP101061,Ayu Handayani,435734,53,PT Mandala Distribution Center,HQ,Supply Planner,Marketing,Product Dev,HR & Corp Affairs,V,S2,Economics,0.0
EMP101062,Rifqi Jatmiko Wijaya,768212,4,PT Aurora Beauty Indonesia,Plant,HRBP,Marketing,Digital Marketing,Technology,III,SMA,Design,0.0
EMP101063,Rendra Kusuma Siregar,560159,35,PT VASKA Wellness,HQ,Data Analyst,HR,Talent Management,Technology,III,D3,Business,
EMP101064,Oktavia Mahendra,497662,78,PT VASKA Wellness,HQ,Brand Executive,Operations,Sales,Commercial,III,S1,Psychology,0.0
EMP101065,Nabila Kusuma Gunawan,570985,13,PT Lumo Cosmetics Asia,Plant,Supply Planner,Finance,Digital Marketing,Technology,V,S1,Design,1.0
EMP101066,Novi Hartanto,827793,27,PT Aurora Beauty Indonesia,Store,Supply Planner,R&D,Sales,Technology,III,S2,Business,0.0
EMP101067,Galih Kusuma Ramadhan,392448,1,PT VASKA Wellness,Distribution,Brand Executive,R&D,Sales,HR & Corp Affairs,IV,SMA,Design,0.0
EMP101068,Kurnia Erlangga Maulana,966314,52,PT Aurora Beauty Indonesia,HQ,Brand Executive,Marketing,Product Dev,HR & Corp Affairs,III,S2,Business,0.0
EMP101069,Ayu Erlangga Kurniawan,898560,52,PT Lumo Cosmetics Asia,HQ,Data Analyst,Operations,Talent Management,Commercial,IV,D3,Psychology,0.0
EMP101070,Nugroho Hasibuan,503961,52,PT Aurora Beauty Indonesia,Plant,Data Analyst,HR,Operations,Commercial,V,S2,Business,0.0
EMP101071,Wulan Pratama,156923,29,PT VASKA Wellness,Store,Supply Planner,IT,Operations,Commercial,V,D3,Statistics,
EMP101072,Adi Pramudita Indrawan,534445,15,PT VASKA Wellness,Plant,HRBP,Finance,Product Dev,Commercial,III,S2,Engineering,0.0
EMP101073,Nabila Utami,250951,56,PT Mandala Distribution Center,Store,Sales Supervisor,Marketing,Sales,HR & Corp Affairs,V,D3,Business,0.0
EMP101074,Nabila Aji Kusuma,566059,63,PT VASKA Wellness,Plant,Brand Executive,Marketing,Sales,HR & Corp Affairs,IV,SMA,Psychology,
EMP101075,Hadi Wijaya Gunawan,494272,97,PT Mandala Distribution Center,Plant,Supply Planner,R&D,Sales,Commercial,III,S2,Design,0.0
EMP101076,Satya Pamungkas,796070,63,PT Lumo Cosmetics Asia,Store,Sales Supervisor,Operations,Product Dev,Technology,V,S2,Psychology,0.0
EMP101077,Hana Dharma Maulida,117103,46,PT Mandala Distribution Center,Store,Supply Planner,R&D,Product Dev,Commercial,III,S1,Economics,0.0
EMP101078,Satya Saputra,669054,97,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,R&D,Sales,Commercial,III,SMA,Business,0.0
EMP101079,Bayu Sinaga,463325,5,PT VASKA Wellness,Plant,Sales Supervisor,R&D,Operations,Technology,IV,D3,Economics,0.0
EMP101080,Galih Zulfikar Ramadhan,785890,29,PT Aurora Beauty Indonesia,HQ,Brand Executive,Finance,Sales,HR & Corp Affairs,III,S1,Business,0.0
EMP101081,Putri Nabila Rohman,898136,53,PT Mandala Distribution Center,HQ,Brand Executive,Finance,Digital Marketing,Commercial,III,SMA,Psychology,0.0
EMP101082,Rani Permadi,212470,43,PT Aurora Beauty Indonesia,Store,Brand Executive,Operations,Talent Management,Technology,III,S1,Economics,1.0
EMP101083,Adit Salsabila,826082,29,PT Mandala Distribution Center,Distribution,HRBP,Marketing,Talent Management,Commercial,IV,SMA,Psychology,0.0
EMP101084,Fitri Hartanto,471131,47,PT Mandala Distribution Center,Plant,Finance Officer,R&D,Operations,HR & Corp Affairs,IV,S2,Design,0.0
EMP101085,Rendra Maulana,629636,120,PT VASKA Wellness,Distribution,Sales Supervisor,Operations,Operations,Commercial,V,SMA,Design,0.0
EMP101086,Nugroho Maulana,638811,3,PT VASKA Wellness,Store,Data Analyst,R&D,Digital Marketing,Technology,III,D3,Psychology,0.0
EMP101087,Rendra Saputra Gunawan,318120,86,PT Lumo Cosmetics Asia,Store,Brand Executive,Operations,Talent Management,Commercial,IV,S1,Design,0.0
EMP101088,Rama Jatmiko Gunawan,861774,54,PT Lumo Cosmetics Asia,Store,Sales Supervisor,Operations,Sales,Technology,V,D3,Economics,0.0
EMP101089,Nabila Salsabila,983417,33,PT Lumo Cosmetics Asia,Distribution,HRBP,HR,Talent Management,Technology,III,S1,Business,0.0
EMP101090,Bella Fauziah,674936,74,PT Lumo Cosmetics Asia,HQ,Data Analyst,IT,Sales,Commercial,III,S2,Business,0.0
EMP101091,Ari Saputra Pamungkas,393266,11,PT Aurora Beauty Indonesia,HQ,Sales Supervisor,R&D,Sales,Commercial,III,SMA,Engineering,1.0
EMP101092,Rani Gunawan,988740,57,PT VASKA Wellness,HQ,Brand Executive,Operations,Product Dev,Commercial,III,D3,Design,0.0
EMP101093,Joko Iqbal Lestari,679557,60,PT Lumo Cosmetics Asia,Distribution,Finance Officer,Marketing,Sales,HR & Corp Affairs,III,SMA,Economics,0.0
EMP101094,Novi Zulfikar Handayani,891088,27,PT Aurora Beauty Indonesia,Plant,Sales Supervisor,IT,Digital Marketing,Technology,III,D3,Engineering,0.0
EMP101095,Nadia Simanjuntak,398502,9,PT Mandala Distribution Center,Distribution,Sales Supervisor,Operations,Talent Management,Commercial,III,S2,Economics,
EMP101096,Rizka Wijaya,240175,43,PT Aurora Beauty Indonesia,HQ,Data Analyst,Marketing,Talent Management,Technology,V,D3,Economics,0.0
EMP101097,Bayu Mahendra,480143,38,PT Mandala Distribution Center,Store,Finance Officer,Marketing,Sales,Technology,III,S2,Statistics,0.0
EMP101098,Utami Firmansyah,271832,46,PT Mandala Distribution Center,Store,Finance Officer,IT,Product Dev,Technology,IV,S1,Psychology,1.0
EMP101099,Nabila Kusuma,776725,84,PT Aurora Beauty Indonesia,HQ,Sales Supervisor,HR,Talent Management,Technology,III,S1,Design,
EMP101100,Fitri Jatmiko Setiawan,520933,43,PT VASKA Wellness,Plant,HRBP,IT,Operations,Technology,V,S1,Economics,0.0
EMP101101,Nugroho Yudhistira Lukman,912199,9,PT Lumo Cosmetics Asia,Store,Finance Officer,Marketing,Talent Management,HR & Corp Affairs,III,S1,Economics,0.0
EMP101102,Novi Sinaga,822577,81,PT Aurora Beauty Indonesia,Plant,Data Analyst,IT,Operations,Technology,III,S2,Engineering,
EMP101103,Wulan Lestari Saputra,166683,39,PT VASKA Wellness,Store,Sales Supervisor,Finance,Product Dev,Technology,V,S1,Statistics,1.0
EMP101104,Oktavia Lestari,317370,65,PT VASKA Wellness,HQ,Finance Officer,HR,Talent Management,Commercial,V,SMA,Statistics,0.0
EMP101105,Kartika Saputra Siregar,488506,36,PT VASKA Wellness,Distribution,Finance Officer,Marketing,Sales,HR & Corp Affairs,III,S2,Engineering,0.0
EMP101106,Sari Siregar,773738,59,PT Aurora Beauty Indonesia,Distribution,Brand Executive,Marketing,Talent Management,Technology,III,S1,Economics,0.0
EMP101107,Mahendra Fadillah Pradana,295435,51,PT VASKA Wellness,Plant,HRBP,R&D,Sales,Commercial,V,S1,Economics,0.0
EMP101108,Dewi Pradana,432798,21,PT Mandala Distribution Center,HQ,Supply Planner,IT,Sales,HR & Corp Affairs,V,S1,Engineering,0.0
EMP101109,Bella Suharto,907952,43,PT VASKA Wellness,Store,Data Analyst,HR,Product Dev,HR & Corp Affairs,V,SMA,Engineering,0.0
EMP101110,Rani Simanjuntak,779428,63,PT Mandala Distribution Center,Plant,HRBP,R&D,Product Dev,Commercial,V,S2,Business,
EMP101111,Bella Firmansyah,851783,98,PT Lumo Cosmetics Asia,HQ,Data Analyst,Marketing,Talent Management,HR & Corp Affairs,III,D3,Economics,0.0
EMP101112,Budi Firmansyah,316948,52,PT VASKA Wellness,Distribution,Brand Executive,Operations,Digital Marketing,Commercial,III,S1,Business,0.0
EMP101113,Evi Syahputra,182862,30,PT Lumo Cosmetics Asia,Distribution,HRBP,HR,Talent Management,Technology,V,S2,Design,0.0
EMP101114,Tania Fauziah,852501,38,PT Lumo Cosmetics Asia,Distribution,Brand Executive,Operations,Product Dev,Commercial,III,D3,Psychology,0.0
EMP101115,Valdo Putra,996287,34,PT VASKA Wellness,Plant,Supply Planner,R&D,Product Dev,Commercial,V,D3,Statistics,0.0
EMP101116,Dimas Tri Zulfikar,446942,36,PT Mandala Distribution Center,Distribution,HRBP,HR,Operations,Commercial,III,S1,Business,0.0
EMP101117,Rendra Indrawan,719870,57,PT Lumo Cosmetics Asia,Plant,Sales Supervisor,Marketing,Operations,Commercial,V,SMA,Business,0.0
EMP101118,Maya Dharma Kurniawan,391229,1,PT VASKA Wellness,Store,HRBP,IT,Operations,Technology,V,S1,Economics,0.0
EMP101119,Utami Lestari,375473,40,PT Aurora Beauty Indonesia,Distribution,Brand Executive,Marketing,Product Dev,Commercial,III,S1,Economics,0.0
EMP101120,Gita Rahmawati,792016,52,PT Aurora Beauty Indonesia,Distribution,Data Analyst,HR,Talent Management,Technology,V,D3,Economics,0.0
EMP101121,Gita Hasibuan,685201,28,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,HR,Digital Marketing,Commercial,V,D3,Business,0.0
EMP101122,Maya Utami,793959,48,PT Lumo Cosmetics Asia,Distribution,Brand Executive,Operations,Product Dev,HR & Corp Affairs,IV,D3,Design,0.0
EMP101123,Dian Kurniawan,810966,50,PT VASKA Wellness,Store,Data Analyst,R&D,Product Dev,HR & Corp Affairs,III,S2,Engineering,1.0
EMP101124,Cahyo Tri Maulida,585533,77,PT Aurora Beauty Indonesia,Plant,Brand Executive,R&D,Product Dev,Technology,III,S2,Statistics,0.0
EMP101125,Nabila Halim,783923,18,PT Lumo Cosmetics Asia,Store,Supply Planner,R&D,Operations,HR & Corp Affairs,V,S1,Statistics,
EMP101126,Ayunda Jatmiko Zulfikar,345007,61,PT VASKA Wellness,HQ,Finance Officer,IT,Digital Marketing,Technology,IV,S1,Psychology,0.0
EMP101127,Valdo Hasibuan,852759,48,PT Mandala Distribution Center,Store,Brand Executive,IT,Talent Management,Commercial,V,S2,Design,0.0
EMP101128,Kartika Setiawan,188469,78,PT Mandala Distribution Center,Plant,Sales Supervisor,Finance,Digital Marketing,Commercial,V,S1,Statistics,0.0
EMP101129,Rendra Purnama,714217,72,PT Aurora Beauty Indonesia,HQ,HRBP,IT,Talent Management,Commercial,IV,S1,Business,0.0
EMP101130,Rifqi Kusuma,406965,24,PT VASKA Wellness,Distribution,Brand Executive,R&D,Sales,Technology,V,SMA,Psychology,0.0
EMP101131,Lestari Candra Nugroho,617499,42,PT VASKA Wellness,Distribution,Finance Officer,IT,Operations,Technology,IV,S1,Business,0.0
EMP101132,Umar Pradana,787781,39,PT Mandala Distribution Center,Distribution,Finance Officer,IT,Talent Management,HR & Corp Affairs,V,D3,Economics,0.0
EMP101133,Rendra Subekti,726724,62,PT Mandala Distribution Center,HQ,Sales Supervisor,HR,Digital Marketing,Technology,III,S1,Business,0.0
EMP101134,Kurnia Dharma Putra,373876,96,PT VASKA Wellness,Plant,Supply Planner,IT,Product Dev,Commercial,III,SMA,Economics,
EMP101135,Adit Rohman,237031,28,PT Mandala Distribution Center,HQ,Data Analyst,Operations,Talent Management,Technology,V,S2,Business,
EMP101136,Arif Saputra Halim,482588,55,PT Mandala Distribution Center,Distribution,Brand Executive,R&D,Sales,Commercial,III,S2,Design,0.0
EMP101137,Nabila Putra,798738,25,PT Lumo Cosmetics Asia,Distribution,Data Analyst,Marketing,Operations,Technology,V,SMA,Business,0.0
EMP101138,Rizka Kusuma,232522,39,PT Mandala Distribution Center,Distribution,Supply Planner,IT,Digital Marketing,Technology,V,D3,Engineering,0.0
EMP101139,Rendra Gunawan,158180,65,PT Aurora Beauty Indonesia,HQ,Sales Supervisor,Marketing,Product Dev,Commercial,V,SMA,Economics,0.0
EMP101140,Wahyu Nabila Purnama,814462,61,PT Lumo Cosmetics Asia,HQ,Data Analyst,Finance,Talent Management,Commercial,IV,S1,Statistics,0.0
EMP101141,Dwi Hartanto,381939,95,PT Aurora Beauty Indonesia,Plant,Finance Officer,Finance,Digital Marketing,Technology,III,S2,Economics,0.0
EMP101142,Rani Kusuma Putra,163215,76,PT Mandala Distribution Center,Distribution,Brand Executive,R&D,Product Dev,Technology,V,S1,Business,0.0
EMP101143,Ayunda Purnama,415143,65,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,Finance,Operations,Technology,V,D3,Design,0.0
EMP101144,Rifqi Maulida,852503,37,PT Lumo Cosmetics Asia,HQ,Brand Executive,HR,Talent Management,Technology,IV,S2,Statistics,
EMP101145,Yoga Adi Halim,998773,46,PT Lumo Cosmetics Asia,Store,Brand Executive,Operations,Operations,Commercial,V,S2,Psychology,
EMP101146,Ayu Suharto,900824,37,PT Mandala Distribution Center,Distribution,Brand Executive,Marketing,Product Dev,Commercial,III,SMA,Statistics,0.0
EMP101147,Anisa Kusuma,996039,70,PT VASKA Wellness,Distribution,HRBP,R&D,Operations,Technology,III,S1,Statistics,0.0
EMP101148,Ahmad Hartanto,139833,81,PT Aurora Beauty Indonesia,HQ,Sales Supervisor,IT,Sales,HR & Corp Affairs,IV,S2,Economics,1.0
EMP101149,Utami Zulfikar Siregar,750675,46,PT VASKA Wellness,Store,Brand Executive,Finance,Talent Management,HR & Corp Affairs,V,S1,Economics,0.0
EMP101150,Wahyu Pramudita Indrawan,311789,56,PT VASKA Wellness,Distribution,Finance Officer,R&D,Sales,HR & Corp Affairs,V,S2,Economics,0.0
EMP101151,Dwi Adi Wijaya,220434,28,PT Lumo Cosmetics Asia,Distribution,HRBP,HR,Talent Management,Commercial,III,D3,Business,0.0
